Sentence,Label
language skills arabic native,c4
english good,c4
working equivalent teamwork,c3
working stress,c3
cooperation others,c3
obey directors,c3
good communication presentation skills,c3
good leadership skills,c3
good negotiation skills,c3
available upon request,c3
use study computer science mathematics work trainning,c12
programming company improve skills interesting field,c2
1995 2011 sayed elshohadaa primary school,c11
elawkaaf preparatory stages,c11
elawkaaf school,c11
secondary stage,c11
2011 2014 faculty science cairo university,c11
department computer science mathematics still student,c12
java programming language,c2
data structure,c2
participant student activity faculty science cairo university called,c10
"""cmc changing mind concepts",c10
organize many events like,c11
pfizer co full day session human resources medicine,c11
national cement co full day session human resources geology chemistry,c11
shell petroleum geological session,c11
british petroleum geological session,c11
hse health safety environment course,c11
organization hplc course cooperation sedico pharmaceutical co,c11
organization nanotechnology session cooperation nakaa,c11
nanotechnology network,c11
organization scientific research session dr wafaa morsi,c11
organization zewils city session dr lotfya el nady,c11
participant organization called spwla cairo university student chapter society,c10
petrophysicists well log analysts,c10
public relations member november 2013 _ till,c10
volunteer resala charity association,c10
computer skills icdl microsoft office,c3
good internet knowledge,c2
language skills arabic native,c4
english good,c4
working equivalent teamwork,c3
working stress,c3
cooperation others,c3
obey directors,c3
good communication presentation skills,c3
good leadership skills,c3
good negotiation skills,c3
seeking challenging position allows perfect skills field networks,c3
telecommunications want work progressive organization utilize,c3
knowledge skills mutual benefit,c2
helwan university,c12
faculty engineering,c12
telecommunication department,c12
cumulative grade acceptable,c12
project grade excellent,c13
language school graduated,c11
fast service engineer raya distribution samsung phones mobile maintenance engineer,c5
ccna certified 640 802 march 2013,c1
icdl v4 certificated unesco,c1
graduation project voice ip qos quality service < real devices >,c14
ccna academic telecom egypt training sector cisco academy 2012,c5
summer training telecom egypt 2011,c5
english good,c4
english courses taken british council,c4
excellent command microsoft office 2000 xp 2003 2007 2010,c2
excellent knowledge internet research download upload,c2
good knowledge using operating systems windows xp seven,c2
versatile turning easily readily occupation/job another changeable,c11
good time management,c3
honest lying cheating stealing sincere,c3
cooperative work well others,c3
businesslike practical systematic,c3
good presentation skills combining sound analytical research clear verbal,c3
critical thinker strong analytical skills,c3
self motivated dependable goal oriented employee,c3
ability solve problems make right decisions,c3
excellent communication skills,c3
high challenging spirit,c3
ability work many projects simultaneously excellent efficiency,c3
excellent communication customer service oriented skills,c3
fast learner team player self starter ability work pressure presentable flexible work,c3
enhances develops education qualifications field,c11
information technology,c12
alsun academy,c12
b sc computer science,c12
grade,c13
total pass,c13
graduation year pass,c13
graduation project good,c14
"ccna ""academy""",c12
network fundamentals,c12
communications data networks,c11
designing calculation applying subnet masks addresses,c2
building simple ethernet network using routers switches,c2
employing basic cabling network designs connect devices,c2
using cisco cli commands perform basic router switch,c2
configuration verification,c2
lan switching wireless course,c2
explain technology media access control method,c2
ethernet networks,c11
explain basic switching concepts operation cisco,c2
describe configure verify troubleshoot enhanced switching,c12
technologies vlans trunking infervlan routing vtp,c11
identify describe purpose components small,c2
wireless network service set identification ssid basic,c2
service set bss extended service set ess,c2
identify basic configuration parameters wireless network,c2
ensure secure connection access points,c2
routing protocols concepts,c2
configuring verifying router interfaces,c2
demonstrating comprehensive ripv1 ripv2 configuration skills,c2
designing implementing classless ip addressing scheme,c2
using advanced configuration commands routers,c2
implementing eigrp,c2
identifying characteristics distance vector routing protocols,c2
wan course,c1
configuring frame relay technology,c1
verify monitor troubleshoot acls network environment,c2
configure verify ppp connection cisco routers,c2
frame relay cisco routers,c2
troubleshoot wan implementation issues,c2
comptia network+,c1
comptia server+,c1
comptia project+,c1
installing configuring administering microsoft windows 7 professional,c11
managing maintaining microsoft windows server 2003 2008 2012,c2
implementing managing maintaining microsoft windows server 2003,c2
2008 2012 network infrastructure,c2
planning maintaining microsoft windows server 2003 2008 2012,c10
network infrastructure,c2
planning implementing maintaining microsoft windows server 2003,c2
2008 2012 active directory infrastructure,c11
designing windows server 2003 2008 active directory network,c2
compatia server +,c2
ccna academy mcsa 2012,c10
course training,c10
attended mcse2003 microsoft certified systems engineer,c10
courses intelligent co microsoft certified partner,c1
attended ccna cisco certified network associate courses,c1
intelligent co microsoft certified partner,c1
leadership training managers ltm,c3
high performance team,c3
problem solving decision making,c3
successful public speaking,c3
world class customer service,c3
making sales jump start selling career,c3
planning process,c3
report writing,c3
software application troubleshooting,c2
ms office 2007 xp win7 word powerpoint excel,c2
network hardware equipment installation troubleshooting,c2
internet skills good surfing internet searching web,c3
pioneers holding,c3
system network administrator,c11
configuring servers routers branch,c2
implement configure cisco routers switching,c2
install computer application,c2
handle troubles might happened,c2
installing configuring administering active directory isa server wsus,c2
server exchange server 2003 av symantec server dhcp server dns server,c2
monitors internal network ensure security performance,c2
configure monitors vpn connections head,c2
senior network administrator,c2
i'm working medstar misr company senior network,c5
arabic native language,c4
english good,c4
graduation project networking lan academy,c14
outstanding analyst researcher hard worker self motivated eager learn,c3
activities 6 month training misr learn company,c5
supervising ministry communic ation,c5
seeking good job distinguished reputable organization whereas,c11
utilize experience technical abilities educational background,c11
communication leading skills provided chances,c3
development higher qualifications degrees wherever,c2
systems engineer,c11
high institute social worker,c12
mar 2009 till high institute social worker,c12
high institute social worker considered one,c12
main institutes middle east region,c12
1 engineering sa related solutions various project operational,c14
2 install new / rebuild existing servers configure hardware peripherals,c2
services settings directories ads storage san / nas etc,c2
accordance standards project/operational requirements,c2
3 develop maintain installation configuration procedures,c2
4 contribute maintain system standards,c2
6 research recommend innovative possible automated,c2
approaches system administration tasks identify approaches,c2
leverage resources provide economies scale,c11
operations support,c11
7 perform daily system monitoring verifying integrity availability,c11
hardware server resources systems key processes reviewing,c11
system application logs verifying completion scheduled jobs,c11
backups,c11
8 perform regular security monitoring identify possible intrusions,c11
9 perform daily backup operations ensuring required file systems,c11
system data successfully backed appropriate media recovery,c111
tapes disks created media recycled sent site,c11
10 perform regular file archival purge necessary,c11
11 create change reset password delete user accounts per request,c11
12 provide tier iii/other support per request various constituencies,c2
investigate troubleshoot issues,c2
13 repair recover hardware software failures coordinate,c2
communicate impacted constituencies,c2
14 apply os patches upgrades regular basis upgrade,c2
administrative tools utilities configure / add new services necessary,c2
15 maintain operational configuration procedures,c2
16 perform periodic performance reporting support capacity planning,c2
17 perform ongoing performance tuning hardware upgrades resource,c2
optimization required configure cpu memory disk partitions,c2
working information technology division network,c5
administrator plus mcse core instructor,c10
providing hardware maintenance software hardware,c2
working information technology division technical,c2
sep 2002 may 2006 faculty computers information,c12
bachelor degree b sc helwan univristy,c8
network courses mcse 2003,c1
microsoft certified professional mcp,c1
cisco certified network academy ccna,c1
microsoft certified information technology professional mcitp,c1
microsoft certified solutions expert mcse 2012,c1
threat management gateway tmg 2010,c1
exchange server 2003 2007 2010 2013,c1
system center family,c1
install administer support windows 2k3 2k8 2k12 network,c11
infrastructure based dell hp/compaq servers,c11
provide management configuration threat management gateway tmg,c2
work vsphere vcenter esx server hyper v,c5
provide overall technical support assistance entire lan computer labs,c2
work system center family,c2
provide backup solutions,c2
configure network services maintain software packages,c2
administer lan activities creating user ids maintaining critical back,c2
providing support applications printers,c11
applying group policies restrict range control standard users,c11
maintaining dhcp dns records,c11
monitor network internet performance ads isa servers,c11
configure shared folders appropriate security permissions,c11
deploying software using group policy,c2
manage exchange server 2003,c2
configure mail clients,c11
manage active directory infrastructure,c11
install configure wsus,c2
manage iis,c11
good worker windows server 2003 2008 2012,c3
configure manage antivirus solution,c2
work system center essentials 2010,c2
querying microsoft sql server 2005 2008 2008r2 2012 transact sql,c2
designing high availability database solutions using microsoft sql server 2005,c2
arabic,c5
english,c5
ability deal new technologies,c2
analytical problem solving skills,c3
ability communicate different people,c3
work pressure within team spirit,c3
self motivate creative,c3
hard worker fast learner,c3
ability implement follow upon plans objectives,c3
excellent interpersonal communication skills,c3
vista certified,c1
windows server 2008 active directory configuring certified,c1
windows server 2012 mcse certified,c1
participated extracting exams e learning project,c14
like test king mcts self paced training kit exam 70 620 configuring,c14
windows vista tm client self paced training kit 70 620 institute denmark,c14
participated extracting exams e learning project,c14
"like test king mcts self paced training kit "" exam 70 643 configuring",c14
"windows server 2008 application infrastructure"" institute denmark",c1
installing exchange server 2007 publishing isa server 2006 liptis,c11
egypt company behalf glory tech,c5
giving seminar windows server 2008 collaboration microsoft,c2
giving system center family course capmas,c11
deploying symantec endpoint protection 12 dream park,c2
designing implementing domain environment spi factory 6th october,c5
giving windows server 2008 track ministry manpower emigration,c5
giving mcse track legend technologies,c11
oct 2012 jun 2013 9 month diploma nano electronics track american university cairo,c12
auc information technology institute iti egypt,c12
sep 2006 jul 2011 bachelor degree electronics communications engineering arab,c12
academy science technology maritime transport aast alexandria,c12
gpa 3 7/4 00 excellence honors,c13
graduation project asic design implementation digital low power low,c14
pass filter using 180nm cmos technology; sponsored mentor graphics,c2
research experience,c2
oct 2012 present high accuracy localization system traffic applications center nano,c11
sep 2010 mar 2012 design fir low power low pass filter using sharing multiplication technique,c2
low power sharing multiplication technique programmable fir filter; scientific journal,c2
microelectronics 2013,c1
low power programmable fir filter using sharing multiplication technique; icicdt 2012 ieee,c1
october 2013 present research assistant cnd auc,c5
apr 2012 jul 2012 qa test engineer questa adms product validation team deep,c5
submicron division mentor graphics egypt temporary position,c5
asic/fpga design flow,c2
quality assurance validation experience,c2
device modeling,c2
microcontrollers applications embedded systems automation,c2
robotics designing interfacing operating,c2
circuit design tools mentor graphics modelsim questa adms eldo,c2
leonardo spectrum ic station pyxis cadence virtuso national,c2
avr mikro c altium designer pcb,c5
programming hardware languages c verilog verilog ams,c2
vhdl eldo spice matlab,c2
scripting shell perl,c2
toefl,c1
internet based test ibt reading 21 listening 24 speaking 24 writing 24 total 93,c1
egyptian engineering day 2013 2012; program team core member,c10
ieee aast student branch volunteer 2 years,c10
ieee region 8 student branch congress participant leuven belgium 2010 madrid spain,c10
ieeextreme programming contest participant 2010,c10
winner ieee day photo contest award 2010,c5
startup weekend alexandria 2011 volunteer,c10
leading career leading society lyc 2012 media committee head,c10
first lego league fll season body forward alexandria finals media committee head,c10
imagine cup competition microsoft corporation participant years 2005 2006 2007,c1
short filming competition,c5
leadership program education development lead member auc two,c3
years 2004 2006 involved participating 3 conferences civil society egypt tourism,c1
creative presentation award delivered dr david arnold former,c5
president auc civil society egypt conference 2005,c10
excellent command written spoken english,c4
native speaker arabic,c4
seeking full time position programming field ambitious company great,c11
working environment utilize enhance skills along opportunities,c11
professional growth im open change working new tools technologies,c11
java developer jul 2013 present,c5
working company websites using jsp servlets gwt spring,c5
php developer oct 2010 june 2013,c5
creating maintaining websites using php web technologies,c2
post graduate diploma computer science,c8
institute statistical studies research issr,c14
grade good,c13
graduation project student course management system asp net,c14
though could worked legal industry i've found passion programming,c2
ministry communications information technology,c1
mcit 9 months scholarship,c1
valley ibm partner,c1
track web development using java j2ee ibm tools,c1
graduation project world trade center e commerce website,c1
3 months job training ojt mcit,c5
education information communication technology ibm partner,c5
programming languages c/c++ php java j2se j2ee asp net prolog,c2
java ee jsp servlets struts hibernate spring gwt ejb,c2
php codeigniter cakephp joomla smarty template engine,c2
web technologies html css html5 javascript jquery mootools,c2
database access mysql db2 oracle,c2
os windows linux,c2
version control git svn,c2
mobile android,c2
silicon expert gwt spring electronic component data parts management software,c2
arrow electronics jsp servlets gwt electronic component website,c2
mothers taxi joomla android app parents make reservations children,c14
picked soccer practices system consists website drivers app,c14
system make reservations depending number seats available bus generate,c14
route driver take keep parents updated location bus,c14
microjob joomla like freelancing website provides small seo advertising jobs,c14
football club manager codeigniter provides way football clubs organize,c11
training sessions coaches attendance schedules,c11
travel blogs cakephp blogging site travelers social integration fb,c11
file manager codeigniter html5 users upload download files dynamic,c2
mostly jquery html5,c2
photo contest system joomla users upload photos get votes enter contests,c5
world trade center j2ee struts trading ecommerce website graduation project,c14
mcit scholarship took 1st place training center,c5
broker jsp servlets freelancer website projects tasks,c5
estimation card game rmi multiplayer network card game,c14
sun certified programmer java 2 platform standard edition 6 0 scjp 6 98%,c1
ibm certified db2 associate,c1
ibm certified associate developer,c1
ibm certified application developer,c1
ibm certified system administrator,c1
object oriented programming concepts,c1
s/w analysis design,c1
s/w engineering,c1
unified modeling language uml,c1
data structures algorithms,c1
database design,c1
high performance teams teamwork,c3
world class customer service,c3
jump start selling career,c2
leadership training managers,c3
effective communication skills,c3
basic project management skills,c3
problem solving decision making,c3
business correspondence report writing,c2
successful public speaking,c3
arabic native,c4
english excellent,c4
french basics,c4
self motivated,c3
fast learner,c3
hard worker,c3
c3+699:702,c3
personal information,c3
ability work gis analyst developer,c5
9 month diploma information technology institute iti 2013 present,c12
minister communications information technology mcit,c12
b sc urban regional planning cairo university 2007 2012,c12
track gis professional,c5
accumulative grade good,c13
graduation project city science ismailia,c13
ggrraadduuaattiioonn pprroojjeeccttss ggrraaddee excellent,c13
pao office architecture planning 2010 2011,c1
participate aarrcchhiitteeccttuurraall ddeessiiggnn drawing working,c2
participate taking leave competition bue,c5
master plan atssa fayoum,c6
autocad ppllaannss ffaaccaaddeess llaayyoouuttss sectors electricity,c2
asp net,c2
c#,c2
sql server,c2
erdas imagine,c2
java script,c2
html 5,c2
3dmax,c2
autocad 2d 3d,c2
lumion3d,c2
hybrid,c2
google sketch,c2
photoshop,c2
college cic canadian international college engineering communication 2nd year,c12
programming languages advanced c++ java,c2
operating systems windows 98/2000/ 2003 / 2008 / xp / 7,c2
packages microsoft office,c2
core switching engineer huawei,c5
back office cs core engineer etisalat,c5
daily operational support activities related msc mgws,c11
hardware software fault problem resolution,c2
routine maintenance activities,c11
follow fault problem change network performance,c11
preventive maintenance processes,c11
number plan interconnect implementation,c11
back office igw core engineer etisalat,c11
perform advanced configuration changes managed,c2
systems case needed problem resolution,c11
implementing planned configuration tasks,c2
daily operational support activities related msc mgws,c2
hardware software fault problem resolution,c2
routine maintenance activities,c2
follow fault problem change network performance,c11
preventive maintenance processes,c2
major duties responsibilities,c2
number plan interconnect implementation,c11
r4 network planning optimization nopc cs core,c2
engineer etisalat,c5
huawei working npoc engineer etisalat npoc,c5
team assist etisalat planning team,c5
nld hld lld optimization service related,c11
psr hsr ccsr msoft related tc routing,c11
traffic sw parameters,c5
daily network performance monitoring analysis core,c2
network kpis daily basis well core network health,c11
check ensure core network running health,c11
assists network capacity management identify,c2
capacity problems potential capacity risk,c11
technical advisor mtn yemen mobil,c5
installing new patches core nes,c2
install commission new ne`s expansion,c2
handling technical customer inquiries,c2
troubleshooting solution develop cases,c2
maintenance engineer mobinil,c5
installing new patches core nes,c2
contact r investigating technical difficulty,c2
support troubleshooting system bug form side,c2
open technical tickets customer concern related,c2
support solving software hardware related problems,c2
voip installation commissioning mobinil,c5
install voip routs msc mgw,c2
make needed script,c2
create kpi related tasks msc mgw,c2
test voice quality confirm action state,c2
msc patch upgrade,c2
qc site rectification management planning,c11
managing outsource companies help achieve,c11
leading house team rectify sites,c5
review audit rectified sites,c5
insure customer satisfaction target achieving,c11
founder pirates egypt ngo,c10
3 years experience,c5
president first year,c10
plan organization infra structure,c10
recruitment members interviews skills needed,c3
team building needed training team according,c3
team orientation,c3
preparation courses support participant,c3
orientation toward vision,c3
fund raising head,c10
prepare fund raising meetings hunting new,c10
negotiating deals companies achieve triple win,c10
position time,c10
lte phy course anzema,c1
core network gu cs basic training,c1
vhdl course anzema,c1
matlab essentials form ministry defense,c1
n c training general knowledge flight,c5
php mysql yat,c1
icdl certified,c1
systel training centre stc smart village understanding basics,c5
telecommunications radio frequency spectrum multiplexing antenna,c5
systems cables connectors,c5
telecom egypt rotation departments understanding pstn,c5
fundamentals switching systems,c5
egypt air maintenance technical department excellent grade,c5
egyptian natural gas co,c5
ccna,c2
html,c2
css,c2
c#,c2
hfss antenna simulation analysis,c2
c language engineers,c2
control system design second year college project,c14
gsm umts lte,c2
microcontroller,c2
university shams,c12
faculty engineering,c12
electrical department,c12
electronics communication bachelor good grade,c8
"project is"" implementation simulation lte physical layer",c14
tools software matlab vhdl hardware fpga virtex 6,c14
grade a+ excellent,c13
faculty advisor prof dr abed elhaleem zekry,c12
awards young innovators awards yia program winners academic year,c5
competition eed egypt engineering day,c5
home tongue arabic,c4
good french,c4
fluent english,c4
eva pharma internship maintenance engineering,c5
department 6 weeks,c5
abb design department 4 weeks,c5
michael archangel scout mas,c5
automatic control,c1
plc,c1
pneumatics,c1
solidworks course sheet metals,c1
leadership skills,c3
teamwork skills,c3
presentation communication skills,c3
planning,c3
1 microsoft office,c2
2 adobe photoshop,c2
3 java eclipse,c2
4 autocad,c2
5 solidworks,c2
6 matlab,c2
7 mplab,c2
8 mikroc,c2
9 proteus,c2
10 lab view,c2
arabic mother tongue,c4
english excellent,c4
german fair,c4
french fair,c4
spanish fair,c4
coptic fair,c4
lighting system controlled human motion powered solar,c14
b sc electrical computer engineering dept,c12
higher technological institute 10th ramadan city 2012,c12
specialized electronics communication engineering,c12
excellent degree honor gpa 3 59 4 00 rank 12,c13
graduation project talking,c14
wimax 4g implementation matlab excellent degree,c14
maintenance electrical engineer control power april / dec 2013,c5
egyptian french company trade mills,c5
job description deal 3ph induction motors balances different,c5
types control using relays plc scada,c5
1 icdl hti may/aug 2008,c1
2 analog digital electronics jelecom may/aug 2009,c1
3 micro controller 1 2 jelecom may/aug 2010,c1
4 optical fiber cables seminar telecom egypt 24 mar 2011,c1
5 mobile package engineers association may/aug 2011,c1
6 airplane maintenances egypt air cairo airport jan /may 2012,c1
activities leader activities done faculty,c3
interpersonal skills honest accurate active,c3
icdl international computer driving license oct / nov 2011,c2
windows excellent ms excellent internet use excellent,c2
languages arabic mother tongue english good,c4
cairo university faculty computers information,c12
major department information technology minor department information,c12
grade good honor gpa 3 18,c13
project graduation degree online arabic handwriting recognition degree,c14
excellent,c13
english excellent,c4
french good,c4
database system concepts,c2
web programming essentials,c2
transact sql developers,c2
course 20410bc install configure windows server 2012,c1
course 10774 query microsoft sql server 2012,c1
course 10775 administering microsoft sql server 2012 databases,c1
course 10777 implementing data warehouse microsoft sql,c1
course 10776 developing microsoft sql server 2012 databases,c1
course 20456 designing database solutions microsoft sql server,c1
course 1077ba implementing data model reports microsoft,c1
sql server 2012,c2
course 20467b designing business intelligence solutions microsoft,c1
web developing,c2
sql server 2012,c2
html css,c2
java script,c2
php,c2
ajax,c2
mysql server,c2
software engineering oop,c2
data structure,c2
java jsp,c2
networking,c2
network administrator vm ware packet tracer 5 3,c2
mcitp server 2008 server 2003 infrastructure active directory,c5
computer wireless,c2
routing switching configuration,c2
pattern recognition,c2
digital signal processing,c2
system analysis design,c2
oracle 10g,c2
pl/sql,c2
image processing multimedia,c2
mcsa sql server 2012,c1
mcse data platform,c1
mcse business intelligent,c1
cisco ccna 1 network fundamentals,c1
cisco ccna 2 routing proctols concepts,c1
adobe photoshop cs5,c1
adobe flash cs5,c1
adobe dream weaver cs5,c1
toefl grade 500,c1
icdl,c1
edu egypt,c5
oracle erp,c5
web designer graphics,c5
network administration,c5
communication presentation skills,c3
customer facing skills,c3
effective reporting writing business correspondence,c3
work pressure,c3
work team work,c3
time management,c3
2013 2014 participant stp,c1
2013 2014 participat microsoft,c1
faculty computers information cairo university,c12
september 2012 present,c12
graphic designing,c2
social media,c2
microsoft word excel access powerpoint,c2
c++ programing language,c2
object oriented progaming language,c2
utilize experience technical abilities educational background,c2
communication leading skills provided chances,c2
development higher qualifications degrees wherever,c2
mar 2009 till high institute social worker,c12
high institute social worker considered one,c12
main institutes middle east region,c12
engineering provisioning,c5
1 engineering sa related solutions various project operational,c2
2 install new / rebuild existing servers configure hardware peripherals,c2
services settings directories ads storage san / nas etc,c2
accordance standards project/operational requirements,c2
3 develop maintain installation configuration procedures,c2
4 contribute maintain system standards,c2
6 research recommend innovative possible automated,c2
approaches system administration tasks identify approaches,c2
leverage resources provide economies scale,c11
operations support,c11
7 perform daily system monitoring verifying integrity availability,c2
hardware server resources systems key processes reviewing,c2
system application logs verifying completion scheduled jobs,c2
8 perform regular security monitoring identify possible intrusions,c2
9 perform daily backup operations ensuring required file systems,c2
system data successfully backed appropriate media recovery,c2
tapes disks created media recycled sent site,c11
10 perform regular file archival purge necessary,c2
11 create change reset password delete user accounts per request,c2
12 provide tier iii/other support per request various constituencies,c2
investigate troubleshoot issues,c2
13 repair recover hardware software failures coordinate,c2
communicate impacted constituencies,c2
14 apply os patches upgrades regular basis upgrade,c2
administrative tools utilities configure / add new services necessary,c2
15 maintain operational configuration procedures,c2
16 perform periodic performance reporting support capacity planning,c2
17 perform ongoing performance tuning hardware upgrades resource,c2
optimization required configure cpu memory disk partitions,c2
working information technology division network,c5
administrator plus mcse core instructor,c5
providing network maintenance software hardware,c2
providing hardware maintenance software hardware,c2
working information technology division technical,c2
bachelor degree b sc helwan univristy,c8
network courses mcse 2003,c1
microsoft certified professional mcp,c1
cisco certified network academy ccna,c1
microsoft certified information technology professional mcitp,c1
microsoft certified solutions expert mcse 2012,c1
threat management gateway tmg 2010,c1
exchange server 2003 2007 2010 2013,c1
install administer support windows 2k3 2k8 2k12 network,c2
infrastructure based dell hp/compaq servers,c2
provide management configuration threat management gateway tmg,c2
work vsphere vcenter esx server hyper v,c5
provide overall technical support assistance entire lan computer labs,c5
work system center family,c2
provide backup solutions,c2
configure network services maintain software packages,c2
administer lan activities creating user ids maintaining critical back,c2
providing support applications printers,c2
applying group policies restrict range control standard users,c2
maintaining dhcp dns records,c2
monitor network internet performance ads isa servers,c2
configure shared folders appropriate security permissions,c2
deploying software using group policy,c2
manage exchange server 2003,c2
configure mail clients,c2
manage active directory infrastructure,c2
install configure wsus,c2
manage iis,c2
good worker windows server 2003 2008 2012,c2
configure manage antivirus solution,c2
work system center essentials 2010,c2
querying microsoft sql server 2005 2008 2008r2 2012 transact sql,c2
designing high availability database solutions using microsoft sql server 2005,c2
arabic,c4
english,c4
native language,c4
fluent spoken written,c4
management,c3
ability deal new technologies,c3
analytical problem solving skills,c3
ability communicate different people,c3
work pressure within team spirit,c3
self motivate creative,c3
hard worker fast learner,c3
ability implement follow upon plans objectives,c3
excellent interpersonal communication skills,c3
vista certified,c1
windows server 2008 active directory configuring certified,c1
windows server 2012 mcse certified,c1
participated extracting exams e learning project,c1
like test king mcts self paced training kit exam 70 620 configuring,c1
windows vista tm client self paced training kit 70 620 institute denmark,c1
participated extracting exams e learning project,c1
"windows server 2008 application infrastructure"" institute denmark",c1
installing exchange server 2007 publishing isa server 2006 liptis,c1
egypt company behalf glory tech,c5
giving seminar windows server 2008 collaboration microsoft,c2
giving system center family course capmas,c2
deploying symantec endpoint protection 12 dream park,c5
designing implementing domain environment spi factory 6th october,c5
giving windows server 2008 track ministry manpower emigration,c5
giving mcse track legend technologies,c5
graduated modern academy engineering technology,c8
major communication engineering,c12
last year grade good,c13
project grade excellent,c14
pulse width modulation project,c1
power supply project,c1
frequency divider project,c1
pulse amplitude modulation,c1
layouts simple vlsi projects,c1
multiplexer adder subtractor encoder,c1
egypt telecom,c5
introduction satellite telecommunication,c1
satellites earth station structure,c1
vsat topology,c1
analogue digital,c1
basic electronics,c1
semiconductor devices,c1
design basic power supply,c1
circuit design 1,c1
mobile package,c1
general english level 12 highest one amideast,c1
ist participant,c1
inducing scientific thinking ist student activity,c10
main objective train improve students,c11
member al elm kowah campaign,c10
al elm kowah campaign aims eliminate illiteracy egypt,c10
{sponsored vodafone egypt amr khaled},c11
head program committee ieee masb,c10
responsible planning next term/year events,c10
topics according goals period,c10
head modernmag project ieee masb,c10
modernmag dream branch produce first,c10
magazine collage lot goals,c10
achieved starting increasing awareness,c10
student community latest tech world,c10
engineering point view encouraging join,c11
activities collage aware benefits,c11
attended many sessions eng osama el gawady dr ehab hafez,c11
good multisim,c3
good proteus,c3
good orcad,c3
basics c c++,c2
good ms word excel power point,c2
good communication skills,c2
language arabic native,c4
english good,c4
languages arabic mother tongue,c4
english excellent speaking excellent reading writing,c4
1 currently studying cairo university faculty engineering communications electronics department,c12
2 high school certification modern manar language school 2010 2011,c11
3 acceptance university british columbia 2013,c5
simulation software multisim good,c2
c++ intermediate,c2
c# good,c2
java 7 fair,c2
matlab good,c2
sony vegas good,c2
toefl course 2013,c1
toefl certificate score 108 2013,c1
1 projects team member enactus cairo university,c10
1 excellent computer user,c2
2 quick learner,c3
3 highly adaptable environment,c3
bachelors degree computer information science,c8
higher technology institute 10th ramadan city egypt,c12
mother tongue arabic,c4
speaking,c4
writing,c4
listening,c4
reading,c4
spoken interaction,c4
spoken production,c4
english,c4
common european framework reference languages,c4
communication skills,c3
good communication skills gained experience working networking costumer,c3
support company year,c5
organisational / managerial skills,c3
work team spirit,c3
able work pressure,c3
self motivated,c3
hard worker,c3
job related skills,c3
html5 hypertext mark language,c2
css 3 cascading style sheets,c2
oop c# strong knowledge object oriented programming c#,c2
programming,c2
asp net strong knowledge active server pages using mvc 3 razor view engine,c2
sql good knowledge structured query language,c2
linq language integrated query,c2
javascript good understanding javascript programming language,c2
understandings computer science field self studying,c3
office suit,c2
icdl,c2
computer programming,c2
certificates diplomas,c1
java programming diploma ibm inform,c5
simulation course egypt air department,c5
supporting training yallamisr co powered british telecom,c5
looking challenging career effective member,c11
successful team organization permits creativity self,c3
reliance using knowledge acquired education previous,c11
current work important; important fact,c3
improving knowledge base experience acquired,c3
senior members new work experiences,c5
faculty engineering communication department modern academy,c12
engineering technology graduated 2009 overall grade,c12
graduation project,c14
project grade good,c13
project field communications,c14
project name 3g mobile network,c14
hadayek el maadi experimental language school cairo 2004,c11
total grade 90 8%,c11
tedata adsl,c5
direct technical support senior engineer responsible,c5
preparing installation daily tasks activities sheets,c5
read routes incoming mails daily basics,c5
coordinate branch department,c5
follow pending cases,c5
take minutes meeting follow team requirements,c3
gathering information reports team supers,c11
department performance measurements,c11
monitor related administrative tasks includes inventory,c11
cpes branch requirements,c11
prepare weekly technical reports,c11
customer orientation,c11
check workflow tedatas branches pops,c11
insure acceptance form updated,c11
insure branch applicable cpes,c11
capable finding alternative solutions,c11
meets attendance requirements,c11
contributing setting training plans requirements,c11
prepare monthly appraisal send result supers,c11
send monthly q report branch,c11
send nominees monthly best agent supers,c11
coordinate pdr,c11
configuring adsl cpe configuration wireless,c2
technical support representative etisalat project responsible,c5
training telecom egypt nasr city cairo egypt,c5
training schlumburger maadi cairo egypt,c5
training geisum oil co maadi cairo egypt,c5
courses cisco certified network associate ccna,c1
communications courses gsm,c1
basic knowledge linux unix,c1
basic knowledge orcade pspice matlab,c1
installing maintaining microsoft windows xp / vista,c1
microsoft office excel word power point,c1
98 2000 xp vista internet browsing skills,c1
excellent communication presentations skills,c3
self motivated dynamic excellent team player,c3
ability work pressure meet deadlines,c3
adapt easily different cultures environments,c3
eager learn new working methods willing undergo,c3
creative ability handle several tasks,c3
arabic mother tongue,c4
english fluent,c4
french fair,c4
student faculty engineering cairo university computer department 1st year,c12
vision changing world make life better easier,c12
mission applying practical solution social problems using technology,c2
ibm,c5
internship trainee,c5
ieee computer club cairo university,c5
designing engineer,c5
anti harassement movement,c5
research development coordinator,c5
anti harassement movement,c5
human resources coordinator,c5
international model european union,c5
delegate european alliance press agencies team,c1
computer engineering department,c12
member media committee,c10
vodafone egypt,c5
summer trainee,c5
eyouth cup,c5
competitor,c5
ieee xtreme competition programming,c5
competitor,c5
c++,c2
data structure object oriented design,c2
microsoft office excel powerpoint,c2
photoshop effect,c2
iwork keynote numbers imovie,c2
xcode visual studio,c2
human resources diploma,c1
american university cairo,c12
engineering conversation,c12
american university cairo,c12
english phonetics,c4
american international academy language training,c4
fundraising marketing workshop,c1
rise summit event american university,c11
certifications honors awards,c1
1st place ideation camp,c5
tiec innovation ideation entrepreneurship camp ministry communication,c5
workshop united nations human rights,c1
american embassy cairo,c5
conference world teaching english 2010,c1
world heritage eco learning program unesco,c11
third place basketball tournament,c11
zamalek club,c11
