,Sentence,Label
3995,october university modern sciences arts msa 2012 2017 expected faculty engineering major computer system engineering  ,Education
3996, certificates british council,Courses
3997,gpa 3,Grade
3998,knowledge basics networks good knowledge html 5 css3 good knowledge c++,Techskills
3999,good knowledge embedded systems good knowledge basics adobe dreamweaver,Techskills
4000, processing javascript python good knowledge autocad good knowledge microsoft office excellent,Techskills
4001,language skills native language arabic good command written spoken english,Language
4002,personal skills good communications skills capable working within team ,Personalskills
4003,performs well pressure multitask er high self confidence good logical thinking,Personalskills
4004, problem solving skills good time management skills keen learning self development,Personalskills
4005,media committee leader r participant msa ieee student branch ,Others
4006, using photoshop video editing create media ieee activities campus participating brain storming designing smart traffic systems egyptian roads,Others
4007,media designer cairo university's cube satellite Project,Others
4008,  desiged booth posters flyers proje t's entry 2013 egyptian engineering day event Project best computer engineering Project award,Others
4009,poster presenter mission idea contest japan working tea desig g satellite's issio idea prese ti g mic3 unisec 2nd global meeting gained positive feedback future focus points connected researchers members industry world,Others
4010,trainee cansat training program ctp cairo university,Experience
4011,working team achieve requirements every session training includes using microcontroller arduino coding variety sensors gps module,Techskills
4012, wireless module temperature sensor adxl345 accelerometer learning interfacing serial protocols uart adc analog digital,Techskills
4013,spi serial peripheral interface i2c two wire interface using processing software creating ground station simulation ,Techskills
4014,visualize cansat's readings learning mechanical structure recovery system cansat,Others
4015, designing printing pcb leading team design whole cansat mentioned steps prepare competition made trainees,Others
4016,technical Projects,Project
4017,cansat april 2015 cansat educational Project students create full simulation satellite mission,Project
4018,including payload ground station means communication recovery system,Project
4019,cansat satellite size small cansat team made obtain variety readings like temperature humidity pressure altitude,Project
4020,acceleration euler angles angular velocity data sent ground station cansat launched high,Project
4021,altitude ground station visual simulation readings graphs,Project
4022,mcu controlled vehicle may 2014 main idea Project controlling car's movement giving voice commands,Project
4023,"application android called ""android meets robot"" application transmits voice command bluetooth",Project
4024,bluetooth connected arduino receive voice voice compiled code saved arduino exact word command code,Project
4025,"execute action whenever it's said example user says ""go"" car move forward action happens giving voltage dc motor car make work",Project
4026,fm transmitter radio december 2013 circuit constructed takes input,Project
4027,sound device sound cable turns sound waves electromagnetic waves electrical components pcb,Project
4028,using antenna small copper wire range signal increased could receive sound radio changeable fm frequency,Project
4029,electrical applications using sterling motor april 2012,Project
4030,sterling motor motor utilizes gas/liquid motion produce energy using small built model electrical applications,Project
4031,made charging mobile creating electrical charging circuit turning ac device creating inverter circuit,Project
4032,invert 220 v lighting 70 leds flasher shape name university msa board creating another electrical flasher circuit,Project
4033,3 rd communications electronics engineering department,Education
4034,delta academy engineering technology,Faculty
4035,arabic english,Language
4036,activities,Others
4037,mother tongue good spoken written,Language
4038,"10 2014 working member "" activity team "" ieee mansoura student branch",Others
4039,"1 2015 working member ""logistics coordination "" tedxmansourauniversity "" 10 2013 working head "" public relation team "" microsoft tech club delta",Others
4040,"academy "" 6 2013 working head "" logistic team "" "" tedx almahallaalkubra "" 4 2013 working executive "" event planning team"" "" tedxmansoura "" 4 2014 working head "" public relation team """,Others
4041,summer trainin g,Experience
4042,8 2014 trainee enppi engineering petroleum process industries instrumentation control engineering department including,Experience
4043,1 p id 2 field instruments measurement theory 3 field instruments technical data 4 control systems 5 safety instruments systems 6 detailed engineering hook,Experience
4044,courses,Courses
4045,english courses auc level 7 general english level 2 conversation english,Courses
4046,"ccna matlab c# fundamentals certificate "" microsoft student partners "" icdl microsoft office intel learn technology community certificate "" intel education intel",Courses
4047,"summer training "" intel learn technology work certificate "" intel education summer training",Experience
4048,""" effective presentations certificate "" hp life e learning "" target audience certificate "" hp life e learning """,Courses
4049,auc american university cairo,Courses
4050,personal skills,Personalskills
4051,ability learn new computer programs / software applications minimal instruction,Personalskills
4052,ability work pressure within team quick learner success adapting new cultural environments strategic thinking ability reach creative solutions convince customers,Personalskills
4053,constantly enjoy working details completion task entrusted accurately,Personalskills
4054,reference available upon request,Others
4055,2012 bachelor science computer department sohag university grade good,Education
4056,english toefl,Courses
4057,arabic mother tongue ,Language
4058,icdl essentials pc hardware software course part cisco networking academy program,Courses
4059,computer skills,Techskills
4060,operating system,Techskills
4061,windows xp 7 8 mac os yosemite linux ubuntu,Techskills
4062,ms office 2013 windows ms office 2011 mac os iwork pages numbers keynotes,Techskills
4063,programming skills,Techskills
4064,ios developer objective c learning swift currently net developer vb c#,Techskills
4065,web design development,Techskills
4066,html css javascript wordpress,Techskills
4067,computer networks,Techskills
4068,computer maintenance,Techskills
4069,graphic,Techskills
4070,photoshop cc,Techskills
4071,final cut pro x 10 1 1 imovie,Techskills
4072,work experiences,Experience
4073,applications using visual studio,Project
4074,pharmacy management stores management science programs pc magazine competition physics department faculty science sohag university program,Project
4075,manage equipment devices,Others
4076,classic brick 2014 free version paid one objective c sprite kit,Project
4077,web development,Techskills
4078,physics department faculty science sohag university website 2011 2012 graduation Project,Project
4079,instructor,Personalskills
4080,icdl v5 photoshop cs6 foundation programming,Experience
4081,faculty engineering shams university communication electronics department year three,Education
4082,technical skills,Techskills
4083,good knowledge using atmel arduino microchip pic16f877a microcontrollers,Techskills
4084,writing vhdl code good user simulation software multisim matlab orcad,Techskills
4085,modelsim good knowledge c++ c good user microsoft office good user windows xp windows 7 windows 8,Techskills
4086,certificates,Courses
4087,two week training si ware optical electronics summer intern egypt telecom ,Experience
4088,national leader summit certified auc acting excellency,Courses
4089,certified ministry youth national scout camp certified egyptian scout union   ,Courses
4090,development mobile application required hardware control communicate si ware's integrated spectrometer solution,Techskills
4091,writing vhdl code four bit counter behavioral structural methodology,Techskills
4092,development system controls toy car mobile application bluetooth module synchronized arduino kit,Project
4093,using matlab simulator produce sound waveform accompanied echo delayed time,Techskills
4094,development algebraic multiplier using logic gates design execution car serine using 555 timer circuit implementation power supply minimum repels dc level,Techskills
4095,university grading,Grade
4096,pre engineering year excellent first year good second year good total gpa 3,Grade
4097,first language arabic mother tongue second language english fluent reading spoken english third language french basics,Language
4098,activities,Others
4099,public relations member apec'13 fund raising member pirates'13 corporal scout boys,Others
4100,personal interests,Others
4101,reading soccer video games programming,Others
4102,personal characteristics,Personalskills
4103,capability tackle situations; besides leadership qualities,Personalskills
4104,characteristics flexible self confident decision maker,Personalskills
4105,menofia,Faculty
4106,student,Education
4107,faculty,Faculty
4108,electronic engineering,Faculty
4109,major subjects communication,Faculty
4110,arabic english frensh,Language
4111,speak excel good,Techskills
4112,write fair excel good,Techskills
4113,understand fair excel good fair,Techskills
4114,network theory electromagnetic waves theory communication theory,Techskills
4115,radio communication acoustics,Techskills
4116,satellite communication optical communications microwave engineering digital signal processing,Techskills
4117,digital communication systems optical viber communication,Techskills
4118, exchange telephones tvs lab test 2,Techskills
4119,programming language c++ software computer  microsoft office programs word excel powerpoint etc photoshop good,Techskills
4120,a+ n+ ccna cirtified,Courses
4121,thank reading c v wish would deserve admiration able learn new courses time matching outlet requirements,Others
4122,education faculty engineering ainshams university fourth year electrical engineering ,Education
4123,electronics communication department expected graduation year 2016,Education
4124, graduated modern school ahmed essmat,Others
4125,key skills technical skills microsoft office simulink wordpress matlab programming languages background c java html css,Techskills
4126,language skills first language arabic second language english,Language
4127,certificates trainings electric power transformation course certified arab contractors egypt telecom,Experience
4128,memberships activities ssp participant google i/o 2012 apec visits egemac aces 2013 idt 2015 microcontroller,Experience
4129,faculty engineering new cairo academy,Faculty
4130,communication electronics department,Faculty
4131,simbiat abiola secondary school,Others
4132,secondary education certificate 2010 2011 grade 89 4%,Others
4133,basic hardware electronic circuit,Techskills
4134,microcontroller programmer,Techskills
4135,rac robot academy challenge,Techskills
4136,make application windows phone,Techskills
4137,little c+ c#,Techskills
4138,xaml,Techskills
4139,egypt air airport 2014,Experience
4140,main tuition Projects,Project
4141,electronics design timer 555,Project
4142,logic design charger,Project
4143,win bridge oscillator,Project
4144,matlab simulation software proteus microcontroller programming pic c++ autocad dialux visual studio,Techskills
4145,mother language arabic language english german,Language
4146,education bachelor's degree | 2013 2018 | shams university,Education
4147,major electrical engineering first year,Education
4148,gcse | 2013 | saint fatima language school nasr city national department graduated within top 10 score 97 56%,Others
4149,skills profile comfortable programming many languages including c c++ java javascript python,Techskills
4150,took number online computer science courses including mitx 6 00 1x introduction computer science programming using python edx,Courses
4151,took course programming java jelecom training center,Courses
4152,developing games using unity3d game engine using javascript,Techskills
4153,experienced dealing computer hardware building subsequently maintaining several pcs,Techskills
4154,proficient autocad,Techskills
4155,experience rowad research mentorship program mentee || egypt scholars inc,Techskills
4156,chosen large pool applicants participate 3 year research mentorship program,Others
4157,studying preparing conduct research field neural interfaces microsystems,Techskills
4158,game developer instructor || google student club asu,Others
4159,developing games android platform using unity3d game engine using javascript,Techskills
4160,prepared gave series training sessions game devolvement using unity3d undergraduate students,Techskills
4161,engineering intern || engineering consultants group ecg,Experience
4162,observed engineers field rough grading Project also visited site laboratory,Project
4163,volunteer || resala charity organization,Others
4164,cairo egypt helping distribute sell heavily discounted prices donated clothes need,Others
4165,activities volunteer resala charity organization cairo game developer instructor google student club asu cairo,Others
4166,languages english native proficiency arabic native proficiency french basic,Language
4167,obtain summer internship leading company field electronics communications,Others
4168,education expected graduation date 2016 third year student electronics electrical communications department,Education
4169,faculty engineering shams university 2009,Faculty
4170,2012 graduated el horyaa secondary school ,Others
4171,accumulative grade faculty date good,Grade
4172,2014 date training ic design edutronics iti,Experience
4173,summer training telecom egypt trained,Experience
4174,sattelite station 2015 training smart village innovegypt innovation entrepreneurship,Experience
4175,c/c++ visual studio matlab good user windows word powerpoint excel 2007 ,Techskills
4176,excellent surfing skills internet advanced search excellent user engineering software courses,Techskills
4177,c++ introduction introduction micro controllerusing pic microcontroller matlab introduction,Courses
4178,autocad 2d,Techskills
4179,photoshop proteus,Techskills
4180,Project 5 12volt power supply simple infra red wireless control digital circuit performs multiplication using add shift algorithm car alarm circuit Project,Project
4181,languages arabic native fluency english good,Language
4182,2015 2014 pr member catalysis student activity,Others
4183,2014 2013 hr manger pirates student activity,Others
4184,2014 2013 intensive care unit green inititave student activity,Others
4185,2012 date voluteer resala's nasr ity ran h,Others
4186,2012 2013 member sonaa elhaya Project alalm kowa,Others
4187,2013 participant green intiative lighting workshop 2013 particjpant zero one basics electronics design workshop,Others
4188,interests,Others
4189,reading human develop surfing internet recycle,Others
4190,activities,Others
4191,graduated shttiy el qurm school sultanate oman muscat ,Others
4192,studying electrical engineering shams university 2013 2017,Education
4193,research development quality rdq mem e apec'13 crew research development uality rdq mem e apec'14 ew,Others
4194,strong written verbal communications skills,Personalskills
4195, Project management good interpersonal skills,Personalskills
4196, time management fluent english fast learner positive attitude,Personalskills
4197, team work organize accurate details oriented good listener,Personalskills
4198,sessions Project management shell egypt,Experience
4199,lightning distribution sessions 3 brOthers,Experience
4200,leadership employment skills sessions aspire,Personalskills
4201,apec student activity faculty engineering shams university help students improve skills decrease gap university work,Others
4202,education b sc information systems cairo higher institute ,Faculty
4203,grade good,Grade
4204,training self development,Experience
4205, training maintenance repair cars toyota egypt abbassia branch abo rawash,Experience
4206,toyota technician course,Experience
4207,language skills arabic mother tongue english good,Language
4208,computer skills excellent typing computer good using microsoft office good using sony vegas,Techskills
4209, personal skills accurate self motivated reliable dynamic,Personalskills
4210, excellent communication skills good meeting deadlines,Personalskills
4211,previous jobs team leader horizon company aug 2014 jan 2015 data entry etisal international company feb 2014 july 2014,Experience
4212, ability work individually co operative team member ,Personalskills
4213,organized punctual work pressure ,Personalskills
4214,career objective seeking career skills academic background may used developed ambitious motivated hard worker able work pressure also cooperate colleagues order make things work perfect possible,Others
4215,able qualify internship related field specialization serve career growth also challenge profession,Others
4216,secondary experimental language school primary future language school,Others
4217,tertiary undergraduate 3rd year faculty engineering shams university ,Education
4218,language operating system application netbeans hfss,Techskills
4219,java c c++ vhdl windows linux microsoft office matlab orcad multisim proteous modelsim,Techskills
4221,_java programing language _ccna academic route _ nero linguistic programing hr,Experience
4222,Projects,Project
4223,british siren electronic Project,Project
4224,sound equalizer matlab,Project
4225,laser diode matlab,Project
4226,3bit_counter vhdl,Project
4227,digital multiplication calculator,Project
4228,electronic Project _function generator,Project
4229,student activites,Others
4230,_ idt hr sessions _apec etisalat mobile package session _pirates marketing member 2013 _tnt ac member 2014 ac vice head 2015,Others
4231,_ english competent,Language
4232,_ arabic,Language
4233,mother tongue,Language
4234,shams engineering electrical engineering communications electronics department student third year good,Education
4235,arabic mother language excellent knowledge english,Language
4236,high skilled knowledge microsoft office power point excel,Techskills
4237,high skilled knowledge matlab modelsim ,Techskills
4238,high skilled knowledge orcad,Techskills
4239,basics multisim,Techskills
4240,high skilled knowledge hfss ,Techskills
4241,high skilled knowledge designer,Techskills
4242,basic awareness proteus ,Techskills
4243,basic awareness c c++ self study online courses,Techskills
4244,excellent communication skills,Personalskills
4245,excellent presentation skills ability work independently ,Personalskills
4246,effective team member hard working ,Personalskills
4247,ability work stress self motivated ,Personalskills
4248,target oriented self discipline,Personalskills
4249,eager learn ambitious,Personalskills
4250,summer 2014 trainee telecom egypt cairo egypt,Experience
4251,technical Projects,Project
4252,function generator temp alarm,Project
4253,e extracurricular activities,Others
4254,participant ieee attended sessions smart village alcatel lucent 1 gsm utms systems 2 4g lte overview,Others
4255,participant apec attended sessions submitted huawei telecom route,Others
4256,violinist since 2004 performed many concerts orchestra band soloist established first music ensemble college trained participants,Others
4257,personal profile hard working enthusiastic team player work independently high personal integrity ability learn fast,Personalskills
4258,education qualifications horreya language school graduated 2012 general certificate secondary education total 99 5%,Others
4259,current gpa 3 41 4,Grade
4260,faculty engineering cairo university 2013 2017 currently studying petroleum/petro chemical engineering ,Education
4261,skills languages excellent english,Language
4262,basic french,Language
4263,good communication skills,Personalskills
4264,excellent presentation skills  ,Personalskills
4265,positive attitude time management abilities,Personalskills
4266,working pressure problem solving marketing high flexibility,Personalskills
4267,microsoft excel power point word mat lap,Techskills
4268, member aiesec cairo university interviewing people wish go,Others
4269, internship abroad social responsibility member comet ,Others
4270,external public relations member stp ,Others
4271,tennis swimming,Others
4272,faculty engineering german university cairo guc semester 6th minor information engineering technology iet major communication,Faculty
4273,national high school 2012 school graduated ibn el khatab private schools,Others
4274,expected date graduation 2017/2018 diploma ,Education
4275,extra curricular activities,Others
4276,one co founders ieee guc/ student branch active working group,Others
4277,fund raising member ieee guc,Others
4278,conducted internship actel communications 2 months summer 2014,Experience
4279,attended ibt courses related toefl 4 months winter 2012 auc,Courses
4280,gaining new skills knowledge internships,Others
4281,shams university faculty engineering,Faculty
4282,2nd year electrical department student,Education
4283,accumulative grade excellent,Grade
4284,poinner language school,Others
4285,high school grade 99 1 %,Others
4286,microsoft student partner hr vertical 2014,Others
4287,hr recruitment specialist meca 2014,Others
4288,advanced c++ course mentor graphics,Courses
4289,hardware verilog course mentor graphics,Courses
4290,planning module exxonmobil meca academy 2014,Others
4291,hr module exxonmobil meca academy 2013,Others
4292,smart industries electrical planels abb sub contractor,Experience
4293,c c++ programming,Techskills
4294,microsoft office,Techskills
4295,arabic fluent,Language
4296,english fluent,Language
4297,french basic,Language
4298,military status,Others
4299,postponed,Others
4300,seeking building practical experience accomplishing success part,Others
4301,team reputable company academic background interpersonal,Others
4302,skills applied increased,Others
4303,preferred country egypt,Others
4304,support engineer advanced computer technology act company 3 months,Experience
4305,engineer business development department scada innovations company,Experience
4306,following offers Project received,Others
4307,study new products needed offers,Others
4308,arrange meetings client present scope,Others
4309,contact different client company,Others
4310,engineer bid proposal department scada innovations company,Experience
4311,studying summarizing offer,Others
4312,system configuration make design substations including,Techskills
4313,control room gps hmi switches gateway metering measuring,Techskills
4314,devices needed protection relays needed bay level,Others
4315,i/o list rtu,Techskills
4316,offer finalizing,Others
4317,price list products using Projects,Others
4318,arab academy science technology maritime transport,Faculty
4319,preparing master degree electronics electrical communication engineering,Education
4320,relevant coursework advanced digital signal processing advanced engineering,Courses
4321,mathematics advanced digital communication satellite communication system,Courses
4322,microwave antennas system optical communications advanced analog rf,Courses
4323,integrated circuits analog vlsi,Courses
4324,shams university faculty engineering,Faculty
4325,electronics electrical communication engineering department,Faculty
4326,b sc electronics electrical communication engineering 2010,Education
4327,rate appreciation good 73 5%,Grade
4328,graduation Project mobile planning tool,Project
4329,Project consists two versions 2g gsm 3g umts contains two tools,Project
4330,dimensions tool calculate intersite distance sites number sites,Project
4331,needed certain area planning tool calculate received power base,Project
4332,station certain point,Project
4333,rate appreciation excellent,Project
4334,relevant coursework mathematics physics electronic engineering electronic circuits,Courses
4335,signal processing electronic devices microcontrollers optical electronic information,Courses
4336,theory electronic engineering mobile communication digital circuits communication,Courses
4337,systems telecommunication networks electromagnetic waves electronic measurements,Courses
4338,testing c++ electromagnetic fields,Techskills
4339,1 design simulation dds direct digital synthesizer using vhdl 2010,Techskills
4340,2 design implementation rotating word 7 segments using microcontroller,Techskills
4341,3 design implementation transmitter using orcad 2009,Techskills
4342,4 design implementation temperature control system using parallel port,Techskills
4343,1 toefl cairo university 2012,Courses
4344,2 icdl american university cairo 2011,Courses
4345,3 gsm legend training center 2010,Courses
4346,4 gsm planning legend training center 2010,Courses
4347,5 java language legend training center 2010,Courses
4348,6 matlab faculty engineering cairo university 2007,Courses
4349,7 spy workshops eye09 economy yields engineering 2009,Courses
4350,8 self study good knowledge ccna,Courses
4351,good oral written communication skills,Personalskills
4352,good organizational skills,Personalskills
,"GPA: major 3.55, cumulative 3.00",Grade
,"Courses: Advanced Reaction Engineering, Advanced Process Control, Reaction Kinetics for Industrial Processes, Operations Research  Optimization Methods, Chemical Processing for Microelectronics. ",Courses
,"Bachelor of Science, Chemical Engineering  Awarded December 2008",Education
,"Programming Languages: C, C++, BASIC, Visual BASIC, FORTRAN, MATLAB",Techskills
,"Publishing Languages: Latex, HTML, JavaScript",Techskills
,"Application Software: MATLAB, Mathematics, Eclipse, Microsoft Office",Techskills
,"Operating Systems: UNIX, DOS, and Windows",Techskills
,"Numerical Methods: Finite Elements, Finite Volumes PED Integration, SIMPLEX and Interior Point Optimization Methods",Techskills
,"Oak Hills Elementary, Houston, TX  Tutor students in Mathematics and Science",Others
,Bachelor of Architecture (3rd year student),Education
,"University of Houston- Houston, TX",Faculty
,Cumulative GPA: 3.49,Grade
,Two month temporary assignment with InfoTech.,Experience
, Duties required 7 hours of typing each day.,Experience
,"Three-week temporary assignment for Sunnydale, Inc.",Experience
,PROFESSIONAL EXPERIENCE,Experience
,"Vectorworks, Sketch Up, Photoshop, Illustrator, Microsoft Office, 3D Studio Max Design, AutoCAD",Techskills
,Gamma Sigma Sigma Sorority,Others
,"Society of Collegiate Scholars (2 years), Honor Society (2 years), American Institute for Architecture Students",Others
,"Houston Hospice, Houston, Texas: Camp Courageous Families (Spring 2011 and Spring 2012)",Others
,"Houston Area Womens Center, Houston, TX: Crisis Hotline Volunteer (Fall 2010-2012)",Others
,Cumulative GPA: 3.28,Grade
,"Ball Launcher: Designed, developed, and tested a prototype that could launch a ping-pong ball 30 feet into a4-gallon bucket, with limited supplies ",Project
,"Crafted, perfected, and presented a device that climbed up a ramp, held at an angle of 45 degrees",Project
,reported findings and created graph of accuracy of the device,Project
,Toothpick Tower: Constructed a tower made of toothpicks connected by marshmallows that held a specified,Project
,"Rube Goldberg Project: Created a multi-step project, in which subsequent steps depended upon the preceding stem and had a final goal of ringing a standard restaurant bell",Project
,"Design: Drafting, AutoCAD, CATIA",Techskills
,"Programming: MATLAB, Force, Fortran",Techskills
,"University of Houston, Houston, TX",Faculty
,Anthony Kent,Others
,816 Daniel Street,Others
,"Houston, TX 77079",Others
,akent@gmail.com,Others
,Bachelor of Science in Electrical Power Engineering Technology,Education
,"University of Houston, College of Technology Houston, TX",Faculty
,Overall GPA: 3.15,Grade
,Classification: Freshman  Expected Graduation Date: May 2015,Others
,Coordinated activities for Science and Math Club.,Others
,"Scheduled volunteers for Homecoming Festival for events, booths, and food-ticket sales.",Others
,Participated with Habitat for Humanity in South America building 25 new homes in 60 days.,Others
,Answered incoming calls and documented donations for Channel 13 Race for the Cure Campaign.,Others
,"Fluent in both English and Spanish, able to read some Chinese",Language
,"Highly experienced in web design, PhotoShop, Origin, Smartprobe, MS Office",Techskills
,"Programming: HTML, Java Script, MATLAB",Techskills
,asmith@gmail.com,Others
,"Seeking a Biomedical Engineering internship with MD Anderson, utilizing skills in MATLAB, C++, and data analysis",Others
,Bachelor of Science in Biomedical Engineering,Education
,"University of Houston- Houston, Texas",Faculty
,"Biomedical Technician Intern June 2011- August 2011 GE Healthcare, Austin, TX",Experience
,"Proficient in C++, HTML, MATLAB, AutoCAD",Techskills
,Bilingual in English and Spanish,Language
,"Skilled in Microsoft Office Suite (Excel, PowerPoint, Word, Outlook)",Techskills
,"Society of Women Engineers, Treasurer",Others
,"Tau Beta Pi, National Engineering Honor Society, Member",Others
,"Biomedical Engineering Society, Member",Others
,"Kappa Delta Chi Sorority, Inc.- Theta Chapter, Member",Others
,GPA: 3.8,Grade
,"LEVANT COURSEWORK: Reservoir Petrophysics Petroleum, Engineering Laboratory ,Reservoir Fluids",Courses
,"Thermodynamics I , Well Drilling and Completion 1, Reservoir Engineering II",Courses
,"Field Engineering Co-op June 2011-Present Halliburton, Sperry Drilling, Houston, Texas",Experience
,Built tools required to make drilling and formation evaluation measurements and for transmitting information to the surface while drilling the well,Experience
,Assisted the directional driller in drilling the well horizontally or through multiple,Experience
,Relentless problem solver,Personalskills
,"Supervised entire software development lifecycle, from analysis of client needs to prototyping and implementation",Project
,"Programming Languages: Assembly languages, Basic, C, C++, HTML, MMX, Perl, PHP, PLC Ladder, Tcl/Tk, Java, SQL, PL/SQL, Javascript, Oracle Reports, Microsoft Visual C++",Techskills
,"Platforms/Operating Systems: UNIX, Windows 2000 Server, Macintosh, LINUX, MS-DOS,Oracle Developer Suite, and XP Programming",Techskills
,"Internet Standards: XML/SOAP, HTTP/SSL, XHTML/CSS, SMTP, H323, TCP/IP, MIME,CGI, LDAP",Techskills
,"Analysis: UML Design & Modeling, MS Office, Adobe PhotoShop.",Techskills
,"Database: MySQL, SQL Plus.",Techskills
,"Development: Dreamweaver Ultra Dev, Fireworks, XML, Oracle JDeveloper, OC4J, CVS,Eclipse, Apache Maven, Ant, Visual Works, Xemacs, WSFTP, JMeter, Gemstone.",Techskills
,"Masters in Computer Science, Stanford University, Palo Alto, CA  2000",Education
,"Research Experience for Undergraduates, University of Illinois at Urbana-Champaign May-August 2015",Experience
,Overall GPA: 3.15/4.00,Grade
,Honors: College of Engineering Deans List (GPA 3.75 or above)  Fall 2013,Grade
,"Product Development Intern, Summer 2015",Experience
,Conducted a solution polymerization reaction in which a number of key process and formulation variables were examined to determine their influence on polymer structure,Project
,Operated on both small (lab) and intermediate size reactors to gain insight on scalability,Project
,"Languages/Software: HTML/CSS, JavaScript, Python, MATLAB, Aspen",Techskills
,"Laboratory: HPLC, UV-Vis, Atomic Absorption",Techskills
,"Spoken Languages: Spanish (Intermediate reading and writing, Beginner speaking)",Language
,Robert A. Johnson,Others
,3690 Kovar Road,Others
,"Worcester, MA 01608",Others
,Phone: 508-591-6763,Others
,Email: rajohnson@anymail.com,Others
,Strong experience of working in production unit,Experience
,"Excellent communication, interpersonal, and facilitation skills",Personalskills
,Skilled in troubleshooting mechanical and electrical problems in machines and equipment,Techskills
,"Work Experience:Production Engineer Laura\'s Precession Works, Worcester, MA October 2014 - Present",Experience
,"Production Engineer Tesla Group, Worcester, MA February 2013 - September 2014",Experience
,Defined and created manufacturing procedures and specifications ,Project
,Performed research and designed various manufacturing processes that helped in reducing cost and time,Project
,Prepared and maintained detailed layouts of the production unit for maximum utility,Project
,Performed product analysis for cost reduction and improved efficiency,Project
,Bachelor's Degree in Mechanical Engineering,Education
,"ABC University, Worcester, MA",Faculty
,GPA: 3.75/4.00,Grade
,good communication skills,Personalskills
,"Address: XXXX Forbes Avenue, SMC XXX, Pittsburgh, PA 15289 Phone: XXX-XXX-XXXX E-Mail: xxxxx@andrew.cmu.edu",Others
,Objective,Others
,To obtain a summer internship leveraging my analytical skills and laboratory experience in an engineering role at a chemical company,Others
,"Carnegie Mellon University, Pittsburgh, PA",Faculty
,Bachelor of Science in Chemical Engineering,Education
,Minors in Chemistry and French,Education
,GPA: 3.75/4.00,Grade
,Languages: English (native); French (conversant),Language
,"Computer: Proficient in Microsoft Office Suite, OriginLab, ImageJ; Familiar with MatLab, Photoshop",Techskills
,"Laboratory: Proficient in gold nanosphere synthesis, liposome extrusion",Techskills
,"Instruments: UV/Vis, Circular Dichroism, Dynamic Light Scattering, Zeta Potential",Techskills
,"XXX Street | City, ST XZIPX | xxxxxxx@andrew.cmu.edu | (XXX) XXX-XXXX",Others
,"Carnegie Mellon University (CMU), Pittsburgh, PA",Faculty
,"Bachelor of Science in Chemical Engineering, May 2017",Education
,Additional Major in Biomedical Engineering,Education
,Society for Women in Engineering (SWE)  Spring 2014  Present,Others
,Doctors of Carnegie Society (DOCS)  Spring 2014  Present,Others
,Emerging Leaders (Environmental Conservation)  Spring 2014,Others
,"Permanent Address: XXXX Street, Apt, City, ST XZIPX",Others
,"Current Address: SMC XXXX Avenue, Pittsburgh, PA XZIPX",Others
,Email: xxxxxx@andrew.cmu.edu Cell: XXX.XXX.XXX,Others
,GPA: 3.51; Awards: Deans List (Spring 2015); New Vision Scholarship Award; SHPE Scholarship Recipient (Fall 2015),Grade
,Bachelor of Science; Majors: Civil Engineering & Engineering & Public Policy; Minor: Global Systems and Management,Education
,"coursework: Physics C, Calculus AB, U.S. History, Statistics",Courses
,Create a detailed analysis including graphs and tables of whether the policy makers should implement the policy.,Project
,"DPR Construction, San Francisco, CA Project Engineer Intern Summer 2015",Experience
,"Computer: Proficient in Microsoft Word, Excel, PowerPoint; Intermediate proficiency in Python 3; Experienced with Bloomberg",Techskills
,Languages: Fluent in Spanish and English,Language
,"XXXX Ave, City, ST XZipX | xxxxxx@andrew.cmu.edu | XXX.XXX.XXX",Others
,"Bachelor of Science in Civil Engineering, Additional Major in Engineering & Public Policy",Education
,"Carnegie Mellon University, Pittsburgh, PA, May 2016",Faculty
,"AutoCAD, Revit, Navisworks, BIM 360 Glue, Solibri, Bluebeam Revu, MATLAB, MS Project, MS Office, CMiC",Techskills
,"Project Management, Adobe InDesign, Adobe Photoshop, Google SketchUp",Techskills
,"DYNAMO, Python 3",Techskills
,"English, Mandarin, Cantonese, Conversational Spanish",Language
,"Constructed smaller circuits using a protoboard to power a beeper, LED, clock,memory chip, and two motors",Project
,Combined circuits to create a mini programmable robot,Project
,ACTIVITIES,Others
,"Varsity Soccer, Carnegie Mellon University",Others
,"Intramural Softball, Carnegie Mellon University",Others
,"Intramural Doubles Table Tennis, Carnegie Mellon University",Others
,"National Honor Society Secretary, Nashua High School",Others
,"Varsity Club President, Nashua High School",Others
,"Varsity Soccer Captain, Nashua High School",Others
,"Intramural Table Tennis Manager, Nashua High School",Others
,Master of Science in Electrical and Computer Engineering,Education
,Bachelor of Science in Electrical and Computer Engineering,Education
,Minor: Chinese Studies,Education
,Overall GPA: 3.4/4.00,Grade
,"Programming Languages: C/C++, Java, Python, System Verilog, Verilog, MATLAB",Techskills
,"Software: Git, MS Office, SolidWorks, AutoCAD, Revit, AGi32, Cadence",Techskills
,"Operating Systems: Apple Macintosh OSX, Microsoft Windows OS, Linux Ubuntu",Techskills
,WORK EXPERIENCE,Experience
,Summer Research Software Intern,Experience
,HONORS,Others
,"Deans List, College of Engineering: Fall 2014",Others
,Nashua High School Mathematics Award,Others
,Massachusetts Institute of Technology Book Award,Others
,U.S. Marines Scholarship,Others
,"Whos Who Among American High School Students: 2012, 2013, 2014",Others
,Foreign Languages: Mandarin (Chinese),Language
, Designed lighting circuits in 2 current projects using AutoDesk AutoCAD and Revit,Project
, Performed lighting calculations and analysis using AGi32,Project
